MGI ID,Appr Gene (h),PSD95 Complex  ,NR Complex ,mGluR5 Complex,human ibaq protein group id,mouse ibaq protein group id,"iBAQ mPSD01 (Log2, normalised)","iBAQ mPSD02 (Log2, normalised)","iBAQ mPSD03 (Log2, normalised)","iBAQ hPSD01 (Log2, normalised)","iBAQ hPSD02 (Log2, normalised)","iBAQ hPSD03 (Log2, normalised)","iBAQ hPSD average (Log2, normalised)","iBAQ mPSD average (Log2, normalised)",Average fold change (mPSD from hDB/hPSD from mDB),t-test Significant (Perm 0.01),t-test p value
MGI:1916847,AFG3L2,NO,NO,NO,64,992,-0.8746406,-1.261406,-1.312653,0.02272524,0.0676057,-0.8335957,-0.24775492000000002,-1.1495665333333334,0.5352142327574408,,0.0497206273775042
MGI:2442356,SPECC1,NO,NO,NO,1554,1740,-0.9023628,-1.760708,-1.305721,-2.743123,-3.009868,-2.31125,-2.688080333333333,-1.3229306,2.5760306042468946,,0.0130982780721782
MGI:1934835,UBE2N,NO,NO,NO,147,968,-1.711336,-0.3786707,-1.301434,1.805004,1.889648,1.356253,1.683635,-1.1304802333333333,0.1421892958509937,+,0.00275576606916084
MGI:2136772,VPS16,NO,NO,NO,1717,399,-1.109161,-1.169603,0,-1.214256,-1.950254,-3.824675,-2.329728333333333,-0.7595879999999999,2.9693359594320206,,0.143714279230156
MGI:1918012,DCLK2,NO,NO,NO,1623,1124,-1.104838,-1.227081,-0.799254,-1.441188,-0.8855014,-2.294054,-1.5402478000000002,-1.0437243333333333,1.41080976505824,,0.311440602628949
MGI:1914811,WDR48,NO,NO,NO,2228,1619,-1.104728,0.3207127,-1.713472,-3.100678,-2.093554,-4.305815,-3.1666823333333327,-0.8324957666666667,5.042665632405007,,0.0566192332288846
MGI:1346030,LY6H,NO,NO,NO,509,834,-1.077729,-0.9194946,-0.9495287,-2.74601,-2.505927,-2.145538,-2.465825,-0.9822507666666667,2.7964067710173377,+,0.00121000750078049
MGI:99778,GPD2,NO,NO,NO,583,1589,-0.7096305,-0.8891645,-1.254609,-1.091787,-1.809664,-2.299237,-1.7335626666666666,-0.9511346666666668,1.720023170905239,,0.112294975870883
MGI:3697726,ARHGAP23,NO,NO,NO,1113,2157,-0.3641754,-0.9721134,-1.254044,-2.780884,-2.053137,-2.485535,-2.439852,-0.8634442666666665,2.982263499462456,,0.00946753121280387
MGI:1929872,MOGS,NO,NO,NO,1745,1556,-1.057158,-1.200436,-1.004179,-1.340416,-1.378391,-2.347836,-1.688881,-1.0872576666666667,1.5174230241966027,,0.146784653161685
MGI:1888676,RPS27,NO,NO,NO,1912,1001,-1.111495,-0.580761,-0.7127325,0.6347766,-3.827036,0.1337778,-1.0194938666666669,-0.8016628333333333,1.1629838263376755,,0.885524104071597
MGI:1918006,DOCK4,NO,NO,NO,210,1069,-0.7789755,-0.6699902,-1.237035,-2.705379,-1.876446,-2.274323,-2.2853826666666666,-0.8953335666666667,2.6208760038519903,,0.0093084312714329
MGI:88141,BCR,NO,NO,NO,161,1728,-0.8282179,-2.126525,-1.235388,-3.430855,-1.98648,-1.856334,-2.4245563333333333,-1.3967102999999998,2.038977751496228,,0.180114026237122
MGI:1914404,MTDH,NO,NO,NO,1759,1563,-0.4440596,-0.9130207,-1.204076,-0.5656254,-1.344087,-1.270124,-1.0599454666666668,-0.8537187666666667,1.1536668739529947,,0.568697819740942
MGI:107743,DYNC1I1,NO,NO,NO,716,720,-1.011003,-0.8711111,-0.6857575,0.004342555,0.724191,-0.1503631,0.19272348500000003,-0.8559572000000001,0.4834100309428241,,0.0213201456540786
MGI:107436,CDH10,NO,NO,NO,1608,1667,-1.009604,-0.7846079,-0.9329606,-1.328612,-1.419997,-1.851239,-1.5332826666666666,-0.9090575,1.5413827671638802,,0.023080513817979
MGI:107745,DCTN1,NO,NO,NO,2423,2351,-0.5581009,-0.6595669,-1.196404,0.9741938,1.20611,1.239316,1.1398732666666667,-0.8046906000000001,0.25979330066194045,+,0.000826173222365778
MGI:2442582,ABLIM3,NO,NO,NO,1305,1989,-1.000309,-0.6575364,-0.5957345,-3.797489,-2.033759,-2.183466,-2.671571333333334,-0.7511932999999998,3.785222309134848,,0.0293847128260215
MGI:2144423,ARHGAP44,NO,NO,NO,2254,634,-0.9951452,-0.974218,-0.3680992,-2.809286,-1.378465,-1.845587,-2.011112666666667,-0.7791541333333334,2.3488564294438907,,0.0582992370973715
MGI:88024,ANK1,NO,NO,NO,2220,367,-1.197513,-0.3434927,-1.178959,4.456507,2.699874,1.566276,2.9075523333333333,-0.9066549,0.07109011439701075,,0.0126293736953687
MGI:102964,SRPRB,NO,NO,NO,1603,115,-0.9838548,-0.6227863,-1.139811,-0.2657624,-1.156834,-1.239911,-0.8875024666666667,-0.9154840333333333,0.9807915354947209,,0.93966594476798
MGI:87940,ADRBK1,NO,NO,NO,431,1485,-1.832564,-0.4995821,-0.3975413,-2.895637,-0.696771,-3.582315,-2.3915743333333332,-0.9098958,2.7927347080805602,,0.207122206475622
MGI:106379,C22orf28,NO,NO,NO,2141,267,-0.2400763,-0.5820442,-1.157264,-0.5452337,-0.6387283,-0.7198375,-0.6345998333333335,-0.6597948333333333,0.9826877658537911,,0.930734286718394
MGI:107728,MYO1D,NO,NO,NO,1784,1829,-0.9509026,-0.5083995,-0.3668188,0.4036436,-2.178733,-0.02691771,-0.6006690366666666,-0.6087069666666666,0.9944440233295486,,0.992629631725206
MGI:1914545,RAB3C,NO,NO,NO,1070,1437,-0.7032487,-0.4752858,-2.090124,-2.033802,-2.596341,-0.2924821,-1.6408750333333335,-1.0895528333333333,1.465428115091757,,0.555321318356345
MGI:2145645,EXOC5,NO,NO,NO,2230,2235,-1.317528,-0.4575859,-0.6927595,-1.935007,-1.143329,-0.8143236,-1.2975532,-0.8226244666666668,1.3898495619561375,,0.321410512887594
MGI:102522,CACNB1,NO,NO,NO,1297,1501,-0.9270766,-0.428416,-1.168527,-3.368952,-2.072961,-3.478016,-2.9733096666666667,-0.8413398666666666,4.383155312043678,,0.0131129119627392
MGI:99894,HNRNPK,NO,NO,NO,1333,1072,-0.9178838,-1.096797,-0.7829961,-1.026544,-1.408314,-1.308488,-1.2477820000000002,-0.9325589666666666,1.2442039860546175,,0.0970499850378493
MGI:1915522,LINGO1,NO,NO,NO,2074,831,-0.9092807,-0.8276235,-0.8566943,-2.085058,-1.116694,-1.704835,-1.635529,-0.8645328333333334,1.7064476620771325,,0.0525883495611221
MGI:2136381,HADHB,NO,NO,NO,725,221,-0.9063118,-1.482557,-0.5818248,2.487617,1.004679,1.144564,1.5456200000000002,-0.9902312000000001,0.17243789960800118,,0.00940523653633596
MGI:2140967,MAPRE3,NO,NO,NO,575,1659,-0.8334124,-0.4245021,-2.388462,1.237713,2.916061,2.623202,2.258992,-1.2154588333333334,0.08996758869541663,,0.0117642784731338
MGI:1096342,RHOA,NO,NO,NO,2105,1419,-0.6701174,-1.126135,-1.079145,-0.2067313,-0.8093859,-2.155561,-1.0572260666666666,-0.9584658,1.0708528642672632,,0.87601287318117
MGI:102705,GNG2,NO,NO,NO,2086,1244,0.4503036,-1.376141,-1.075171,-1.196016,-0.3775098,0.1507916,-0.47424473333333333,-0.6670028,0.8749314745947098,,0.793195016545554
MGI:2135593,HADHA,NO,NO,NO,985,1070,-1.317945,-0.407008,-0.503418,1.266251,0.9311887,0.6308382,0.9427593,-0.7427903333333333,0.3108844509984884,,0.00790390518037087
MGI:1934234,PIP4K2B,NO,NO,NO,1353,1621,-0.8664316,-1.253333,-0.6650249,0.04168171,1.1069,1.140186,0.7629225700000001,-0.9282631666666666,0.30967230378552846,,0.0133829971593413
MGI:98084,RPN1,NO,NO,NO,828,1358,-0.836005,-0.5860617,-0.761001,-1.689207,-2.431463,-2.620444,-2.247038,-0.7276892333333334,2.866616211801871,,0.00663677399234701
MGI:1351628,RPS26P8,NO,NO,NO,1925,1270,-0.8331144,-1.408738,-0.8200117,-0.821005,-1.421155,-3.030378,-1.7575126666666667,-1.0206213666666668,1.6665808408901652,,0.344189516373085
MGI:109656,LASP1,NO,NO,NO,58,544,-0.7527905,-0.4477318,-1.01492,-0.570538,-0.6756572,-0.2916555,-0.5126168999999999,-0.7384807666666667,0.8550828600769569,,0.321829948648385
MGI:1914687,SSR3,NO,NO,NO,319,398,-0.1339058,-0.350583,-1.324299,-0.9503726,-0.6120136,-3.528006,-1.6967974000000001,-0.6029292666666666,2.1344555715033575,,0.331569586710104
MGI:1351627,PDHX,NO,NO,NO,1645,1057,-0.8539141,-0.3497858,-0.4964,-0.63668,-0.4479506,-2.276039,-1.1202232,-0.5666999666666667,1.4676655372299678,,0.408077234699409
MGI:2136459,CDC42BPB,NO,NO,NO,2101,197,-0.5610967,-0.3233224,-1.051109,-1.484922,-1.245372,-1.782997,-1.5044303333333333,-0.6451760333333333,1.8141003963153493,,0.0315058768590421
MGI:104561,NAPG,NO,NO,NO,1590,81,0.09231309,-0.2963478,-1.055087,0.8504386,0.8036629,1.750615,1.1349055000000001,-0.4197072366666667,0.3404198959401679,,0.02715566363592
MGI:1333780,RPS19,NO,NO,NO,1318,157,0.6102974,-1.224699,-0.9294119,-0.6463072,-0.6568472,-2.624003,-1.3090524666666667,-0.5146045,1.734413590696122,,0.412538031900533
MGI:1344381,DNAJB6,NO,NO,NO,777,370,-0.9625134,-0.2646433,-0.4747806,0.7498146,0.1325793,0.7106669,0.5310202666666667,-0.5673124333333334,0.4670559532167323,,0.0187312774477564
MGI:2441950,LPHN3,NO,NO,NO,1177,1846,-0.5840172,-1.252865,-0.9263863,-3.418801,-2.649998,-2.440677,-2.836492,-0.9210894999999999,3.772190406845644,+,0.00568357577528824
MGI:108202,PCBP2,NO,NO,NO,421,605,-1.424589,-0.2545051,-0.5941162,-0.2040091,-0.4353969,0.6829689,0.01452096666666669,-0.7577367666666667,0.5855004832828782,,0.187819263076298
MGI:1309526,RPS17,NO,NO,NO,1499,2002,-0.7199133,-1.13922,-0.872322,-0.4344555,-1.637965,-1.732612,-1.2683441666666666,-0.9104850999999999,1.2815227292390348,,0.457330935080343
MGI:1913758,LAMTOR1,NO,NO,NO,553,1421,0.1133975,-0.7133321,-0.9057631,-0.4133402,-0.1419762,-1.146341,-0.5672191333333333,-0.5018992333333333,1.0463169220666397,,0.887459754345579
MGI:2138993,LPCAT4,NO,NO,NO,1870,1663,-0.6958733,-0.5213683,-0.9056153,-1.033904,-1.584357,-1.973791,-1.530684,-0.7076189666666667,1.7691606185070878,,0.0490264046431719
MGI:1920393,WDR37,NO,NO,NO,1002,1749,-1.45707,-0.2344611,0.4577388,-0.956147,-1.317681,-0.5013721,-0.9250667,-0.4112641000000001,1.427808603189338,,0.445350831904628
MGI:1928900,EHD3,NO,NO,NO,676,868,-1.487193,-0.2334735,-0.3970511,1.65906,1.637121,2.785367,2.0271826666666666,-0.7059058666666668,0.1504036482016444,,0.00748122637428716
MGI:1913394,ATP6V1F,NO,NO,NO,160,1436,-0.3290375,-1.120958,-0.8860142,0.62498,-1.036596,0.5788734,0.05575246666666663,-0.7786699,0.560807532946457,,0.233221673837114
MGI:1932915,NDEL1,NO,NO,NO,228,1452,-0.6888883,-0.9232506,-0.6297981,-1.078868,-0.793278,-0.9394296,-0.9371918666666667,-0.7473123333333334,1.1406684647855263,,0.193923806296872
MGI:2389091,RPS15A,NO,NO,NO,1497,1262,-0.6034323,-0.77868,-0.8687339,-1.464089,-1.985109,-3.013481,-2.1542263333333334,-0.7502820666666667,2.646240649852992,,0.0383988549759829
MGI:1345181,PACSIN1,NO,NO,NO,404,493,-0.6638669,-1.284679,-0.7781909,1.703867,2.580968,3.170487,2.4851073333333336,-0.9089122666666668,0.09512579394463404,+,0.0019013538268744
MGI:1338069,ITSN1,NO,NO,NO,1710,660,-0.6575622,-0.8133616,-0.7022893,-1.16114,-1.162148,-0.9916692,-1.1049857333333333,-0.7244043666666666,1.3018663663133052,,0.00651335493005453
MGI:1926078,RHOT1,NO,NO,NO,2216,475,-0.7340738,-0.169503,-0.4098959,-0.6603131,-0.5540626,-1.612267,-0.9422142333333333,-0.4378242333333333,1.4185234496100438,,0.248842207984361
MGI:1913840,FARSA,NO,NO,NO,994,1281,-0.6226169,-0.4224413,0.2613228,0.8947088,0.8934175,1.235217,1.0077811,-0.2612451333333334,0.4149397476441647,,0.0120193288583785
MGI:88274,CTNNA1,NO,NO,NO,1325,148,-0.6132978,-1.314053,1.191432,-1.627116,-0.9189997,-0.5674939,-1.0378698666666668,-0.24530626666666663,1.732149676578818,,0.382578974240011
MGI:1925230,SBF1,NO,NO,NO,935,2250,-0.7241575,-0.1344462,-0.1911151,-0.6556729,-0.0035372,0.8017621,0.047517333333333335,-0.34990626666666663,0.759212894254821,,0.437675714913368
MGI:1920344,SGIP1,NO,NO,NO,977,1997,-0.5117272,-0.1799292,-0.7949619,-0.529843,-0.2472193,0.3203913,-0.15222366666666667,-0.49553943333333333,0.7882276336054894,,0.325696526121875
MGI:1096389,NRXN3,NO,NO,NO,1359,1189,-0.5999378,-1.11545,-0.5254906,-2.603161,-2.586347,-2.828087,-2.6725316666666665,-0.7469594666666667,3.798874890311595,+,0.000665963872302134
MGI:1098269,KIF5C,NO,NO,NO,918,2252,-0.2449162,-0.114483,-0.9230034,-0.06680066,0.08020939,0.7852565,0.2662217433333333,-0.42746753333333337,0.6182707774282988,,0.128801066773971
MGI:1278336,CDKL5,NO,NO,NO,2252,1738,-0.5037702,-0.8396914,-0.7718025,-2.633194,-1.896277,-2.357881,-2.295784,-0.7050880333333334,3.0119461293118674,+,0.00261342703410627
MGI:96250,HSP90AA1,NO,NO,NO,1847,1575,-0.5732961,-0.6260089,-0.4715238,1.748435,2.620334,1.407671,1.92548,-0.5569429333333332,0.17894362673278816,+,0.00241477632706788
MGI:2139593,WDR47,NO,NO,NO,1383,1549,-0.3540108,-1.212102,-0.7453362,-1.988556,-0.6123222,-0.7602194,-1.1203658666666667,-0.770483,1.2744571491273178,,0.524025327268742
MGI:103251,ACLY,NO,NO,NO,668,577,-1.220293,-0.0661905,-0.191888,-0.4440027,-0.9470816,0.06525637,-0.44194264333333333,-0.4927905000000001,0.9653688251015596,,0.918715031082935
MGI:1919214,ATAD3A,NO,NO,NO,1618,590,-0.3594638,-0.9093584,-0.7291293,0.1267281,0.1875531,-0.7451467,-0.14362183333333334,-0.6659838333333333,0.6962310206291967,,0.201378658534426
MGI:1261855,CISD1,NO,NO,NO,648,629,0.2609101,-0.8942695,-0.7158412,2.134805,1.978719,1.132027,1.7485169999999999,-0.4497335333333334,0.21790171655479493,,0.00984742031958818
MGI:1920082,CRTAC1,NO,NO,NO,2044,1570,-0.524717,-0.5183966,-0.2784332,0.06094837,-0.3358197,0.5583601,0.09449625666666668,-0.44051559999999995,0.6901530047111522,,0.119666793291828
MGI:1915084,IDH3A,NO,NO,NO,965,1948,-1.333618,-0.04568608,0.07322779,1.279706,0.5350333,-0.58587,0.40962309999999996,-0.43535876333333334,0.5567178077811124,,0.296784179603438
MGI:1914253,UQCRC2,NO,NO,NO,1715,345,-0.3204976,-1.503883,-0.7075475,1.06422,0.94586,1.338675,1.1162516666666666,-0.8439760333333334,0.2569878931633129,+,0.00593618627985193
MGI:107532,KPNB1,NO,NO,NO,73,1535,-0.51393,-0.4324128,-0.3306676,1.041782,1.931113,0.3655675,1.1128208333333334,-0.4256701333333333,0.34424534078383917,,0.0280228562894362
MGI:1270129,DNAJA1,NO,NO,NO,433,761,-0.2907164,-0.9240301,-0.6894998,0.5379384,-0.08877654,1.251596,0.5669192866666667,-0.6347487666666667,0.4347723043821711,,0.0487795368216533
MGI:1345961,CORO1A,NO,NO,NO,355,1528,-1.081019,-0.02430568,0.2187301,1.638453,1.601356,2.602508,1.947439,-0.29553152666666666,0.21125091177952882,,0.0122112707233517
MGI:1202063,RPS3A,NO,NO,NO,1996,1598,0.2020701,-0.1350739,-0.6828576,0.5871009,-0.3256279,-0.2600331,0.00047996666666666465,-0.20528713333333334,0.8670775279917552,,0.626536782390256
MGI:1314653,MLLT4,NO,NO,NO,746,2330,-0.4876078,-0.4657546,-0.4441662,-2.91107,-1.408353,-1.363451,-1.8942913333333333,-0.4658428666666667,2.6915709710167772,,0.0484160874801895
MGI:1098267,OGDH,NO,NO,NO,1103,1882,0.1858751,-0.1004127,-0.6770031,0.3749291,0.3439938,-0.3362402,0.1275609,-0.19718023333333332,0.7984416400434456,,0.398449868240737
MGI:1346074,FXR2,NO,NO,NO,537,2179,-0.4834469,-0.08776885,-0.04688472,-1.761655,-2.294222,-2.175915,-2.077264,-0.20603349,3.658444847951272,+,0.000928938344555159
MGI:2446173,FARP1,NO,NO,NO,789,1693,-0.4755903,-0.8538942,-0.4037502,-1.139352,-1.434773,-0.5513262,-1.0418170666666666,-0.5777449,1.3794299221124826,,0.190569485830096
MGI:98314,NOT_FOUND,NO,NO,NO,920,2174,-0.4571756,-0.1157602,-0.1679948,-1.841863,-2.134818,-2.103967,-2.026882666666667,-0.24697686666666666,3.4340375147902873,+,0.000227379804569741
MGI:2656976,NOT_FOUND,NO,NO,NO,920,2174,-0.4571756,-0.1157602,-0.1679948,-1.841863,-2.134818,-2.103967,-2.026882666666667,-0.24697686666666666,3.4340375147902873,+,0.000227379804569741
MGI:106530,NOT_FOUND,NO,NO,NO,920,2174,-0.4571756,-0.1157602,-0.1679948,-1.841863,-2.134818,-2.103967,-2.026882666666667,-0.24697686666666666,3.4340375147902873,+,0.000227379804569741
MGI:1923164,EXOC6B,NO,NO,NO,2350,2197,-0.4461789,-0.776842,-0.04037456,-1.255095,-1.349038,-2.626554,-1.7435623333333332,-0.42113182000000005,2.5008707764383313,,0.0544464015143504
MGI:98037,RPL30,NO,NO,NO,1417,1055,-2.035846,0.05730628,0.3953918,-1.785874,-0.4509633,-2.119964,-1.4522671,-0.5277159733333333,1.898093586129187,,0.369665394671196
MGI:1355272,CSNK1D,NO,NO,NO,390,2277,-0.4141458,-0.4920239,0.1373907,0.3475859,-0.9404246,0.1772299,-0.13853626666666669,-0.25625966666666666,0.9216408704052224,,0.806505411984868
MGI:1914921,RPL38,NO,NO,NO,1320,923,0.6905293,0.0601195,-0.8599866,3.664982,2.943631,2.590718,3.066443666666667,-0.03644593333333335,0.11639575914289754,+,0.00486330617528363
MGI:2443456,TBC1D24,NO,NO,NO,1633,1907,-1.119578,0.06070203,-0.1015028,-0.6271165,-0.4328643,0.8131183,-0.0822875,-0.3867929233333333,0.8097197525820335,,0.629110365985033
MGI:1914275,RPL11,NO,NO,NO,1841,1602,-0.4537004,0.06426089,0.107028,-2.015617,0.03504355,-2.757934,-1.5795024833333333,-0.09413716999999999,2.7998806157458476,,0.157133546534291
MGI:1351660,CSNK1E,NO,NO,NO,887,1495,-0.405276,-0.2261194,-0.4932372,-0.08645615,-1.934074,0.6501113,-0.45680628333333334,-0.37487753333333335,1.0584321210759389,,0.920657388041225
MGI:1919418,AIFM3,NO,NO,NO,1041,1392,-0.4007679,-0.299269,-0.06069941,-2.06582,-3.725085,-3.367843,-3.052916,-0.25357877,6.9612058135309995,+,0.00552747289300833
MGI:1929461,LPHN1,NO,NO,NO,1293,2370,-0.3935506,-0.1647686,-0.4794119,-1.860829,-2.20675,-1.326154,-1.797911,-0.3459103666666666,2.7358718088338776,,0.0059962885810724
MGI:1915302,RPS13,NO,NO,NO,1496,562,0.9622002,-0.5771581,-0.5816222,0.4839646,-0.7021567,-2.349362,-0.8558513666666667,-0.06552670000000001,1.7294636204052805,,0.460499575302977
MGI:2652847,LRRC8A,NO,NO,NO,84,586,-0.3731453,-0.5646577,0.3271746,-0.4831257,-0.7133671,-2.03012,-1.0755376,-0.20354280000000002,1.8301917395642986,,0.18989785205384
MGI:1860197,WDR7,NO,NO,NO,1764,391,-0.3525645,-0.5952097,-0.5170083,-1.220226,-0.6224537,-0.5793613,-0.807347,-0.48826083333333337,1.2475400804949395,,0.218541842606157
MGI:1915919,TAOK2,NO,NO,NO,220,1866,-0.2831041,-1.177422,-0.5325539,-1.730257,-2.407167,-2.295648,-2.1443573333333332,-0.66436,2.789482176638163,,0.0120038908097669
MGI:98467,SYP,NO,NO,NO,888,2265,-0.06849942,-0.6667816,-0.5291318,-0.4210837,-1.94547,-0.1769732,-0.8478422999999999,-0.42147094,1.3438492976046605,,0.504517607021367
MGI:700014,SORBS1,NO,NO,NO,251,2029,-0.3384414,-0.1934723,0.01715452,-1.094438,-0.6014079,-0.4411243,-0.7123234000000002,-0.17158639333333336,1.4547154748872708,,0.0715677217239888
MGI:1351486,TRAPPC3,NO,NO,NO,151,209,0.9051571,0.1458798,-0.9049181,0.07949065,3.475401,-0.5464495,1.00281405,0.04870626666666674,0.5161607040827194,,0.520225847074066
MGI:107949,RHOB,NO,NO,NO,34,1795,0.3967827,-0.265137,-0.5154597,-0.3455117,-1.73466,-2.069623,-1.3832649000000001,-0.127938,2.387212342783937,,0.102036383435714
MGI:1926465,HNRNPM,NO,NO,NO,1241,769,0.08735681,-0.07508422,-0.5145248,-1.03696,-0.3141444,-1.5483,-0.9664681333333333,-0.16741740333333333,1.739955887030717,,0.116838520549758
MGI:1919210,MYH14,NO,NO,NO,2450,1912,-0.3120238,-0.1137289,0.1189175,0.5034673,0.7993608,0.3254851,0.5427710666666666,-0.10227839999999999,0.6394708642901106,,0.0256441231256737
MGI:1922867,RPS25,NO,NO,NO,439,238,0.3348892,-0.3253133,-0.4967024,2.51874,1.504357,0.5110582,1.5113850666666666,-0.1623755,0.3134352693072476,,0.0572286192754121
MGI:2667185,MYO18A,NO,NO,NO,2270,2116,-0.2866777,-0.1275594,-0.3609838,0.07481846,-1.087259,-0.7296,-0.58068018,-0.2584069666666667,1.2502990581158278,,0.409829001818648
MGI:1890149,TPM3,NO,NO,NO,1393,1228,1.276501,0.1878309,-0.8077977,0.8587534,1.485221,0.03773227,0.7939022233333333,0.2188447333333334,0.6712595018161907,,0.476829599841129
MGI:1891831,SFN,NO,NO,NO,472,308,-0.2793831,0.07510518,-0.07085187,1.6943,0.5692559,0.8345488,1.0327015666666666,-0.09170993,0.4586890916360786,,0.0338818412864608
MGI:2442401,PPP1R9A,NO,NO,NO,289,1620,0.6835773,0.1985981,-1.325231,-2.022046,-1.078554,-1.279517,-1.460039,-0.1476852,2.4834639418331936,,0.121634103638952
MGI:1343877,RPL10A,NO,NO,NO,1962,2339,-0.7685277,0.3950135,-0.4645656,0.823846,-0.2092988,-0.05680296,0.18591474666666666,-0.27935993333333337,0.7243331557021121,,0.382254087078276
MGI:1927139,SV2A,NO,NO,NO,2194,1998,-0.2874782,0.2066866,0.07996616,-1.027051,-0.7872681,-4.395684,-2.0700010333333334,-0.0002751466666666748,4.198069021885722,,0.152763776214057
MGI:1928395,SNX1,NO,NO,NO,1291,2125,-0.2650119,0.01268301,0.2935205,1.405396,2.292296,2.261081,1.9862576666666667,0.013730536666666663,0.2548063029500371,+,0.00403840426368185
MGI:1891829,RBX1,NO,NO,NO,127,527,1.050067,-0.2402108,-0.4485463,0.09551228,0.9570449,1.258897,0.7704847266666667,0.12043663333333333,0.6372590697911517,,0.328110569239924
MGI:1298206,PIP4K2A,NO,NO,NO,338,229,-0.2531723,-0.5222661,-0.0005640414,3.538552,2.440204,3.618984,3.1992466666666672,-0.25866748046666665,0.09100476222389799,+,0.00107212624362263
MGI:2135610,DYNC1LI1,NO,NO,NO,269,944,-0.1062226,-0.01700164,-0.4427398,-2.292471,-0.8890221,-0.1061818,-1.0958916333333333,-0.18865468,1.8754501981897145,,0.236802862090606
MGI:97552,PGAM1,NO,NO,NO,2047,1931,-0.2441847,0.4820128,-1.335128,1.581742,1.196138,0.9376562,1.2385120666666667,-0.36576663333333337,0.328900088161575,,0.0457677076723195
MGI:2444926,CKAP4,NO,NO,NO,1141,1066,-0.2425703,-0.4543509,-0.2869398,-0.3143784,0.1503583,0.3406927,0.05889086666666667,-0.3279536666666667,0.7648005503884552,,0.132147616164789
MGI:98277,EPHA4,NO,NO,NO,298,654,-0.2386639,0.146816,-0.1562577,-0.01385919,-1.009403,0.2531902,-0.2566906633333334,-0.08270186666666667,1.1281733765256754,,0.6872161724816
MGI:1341299,DNM3,NO,NO,NO,2117,1161,-0.2384817,-0.404168,0.8700842,0.7381414,0.8988412,1.244241,0.9604078666666668,0.07581149999999999,0.5416390398783811,,0.107007570362545
MGI:2664902,MARK1,NO,NO,NO,1303,2411,-0.2346317,-0.4272383,0.8090135,-3.185898,-2.215229,-3.782896,-3.061341,0.04904783333333337,8.636153183423943,,0.00646325915553298
MGI:1861457,DYNLL1,NO,NO,NO,613,425,0,0.2026247,-0.4132565,1.026207,-0.07068785,2.457474,1.1376643833333333,-0.07021060000000001,0.43290579456450656,,0.18444348079824
MGI:1917870,UBE2V2,NO,NO,NO,622,1782,-0.1973798,0.2731294,-0.657124,3.338238,2.917989,3.54994,3.2687223333333333,-0.1937914666666667,0.09071507956072832,+,0.000447537973730094
MGI:107185,CCT5,NO,NO,NO,380,247,-0.1932701,0.1152793,0.6595833,0.3583852,-0.6476012,0.4701555,0.060313166666666675,0.19386416666666664,1.096990475687547,,0.773725523477097
MGI:106184,NPM1,NO,NO,NO,1488,600,0.06613141,-0.201072,-0.3812901,-0.5979228,1.342004,1.270557,0.6715460666666666,-0.17207689666666667,0.5572424371802773,,0.263010596357566
MGI:98020,RPL19,NO,NO,NO,812,449,0.2183066,0.2849386,-0.6457679,-0.2349209,-2.047285,-2.559002,-1.6137359666666669,-0.04750756666666667,2.961295375824387,,0.110397523896976
MGI:2443972,EXOC3,NO,NO,NO,1172,1918,0.01739141,0.100124,-0.3769042,-1.70519,0.05572364,-3.006954,-1.55214012,-0.08646293000000001,2.76193083174773,,0.178570706154397
MGI:98166,RPS8,NO,NO,NO,1356,2011,1.787815,0.2868144,-0.3824952,-0.865214,-0.6434056,-1.42761,-0.9787431999999999,0.5640447333333334,2.913569920733621,,0.0867257038001324
MGI:1336205,FKBP1B,NO,NO,NO,1901,1132,-0.168276,-0.7474496,-0.3749575,-0.1107149,-0.9380745,0.1648996,-0.2946299333333333,-0.43022770000000005,0.910292584558607,,0.734083339687194
MGI:1924037,PPFIA3,NO,NO,NO,1917,1771,0.0609609,-0.1902479,-0.3722395,0.07080147,0.1554166,0.7327991,0.31967239000000003,-0.1671755,0.7135824851893007,,0.115627355229607
MGI:1922858,CHMP4B,NO,NO,NO,831,996,0.4038984,0.2358975,-0.3575982,0.6375748999999999,0.9265686,0.6333432,0.7324955666666666,0.0940659,0.6424118157164616,,0.0634246507297065
MGI:1913986,TTC35,NO,NO,NO,483,818,-0.1480917,0.01255907,-0.356457,-0.007183512,-0.9284095,-1.014333,-0.6499753373333333,-0.16399654333333333,1.400535734430455,,0.225656127096721
MGI:2385163,GDAP1L1,NO,NO,NO,1731,498,-0.1657771,-0.1820154,0.2226018,-0.8517711,0.6996297,-1.124557,-0.4255661333333333,-0.04173023333333334,1.3048065234396145,,0.546438714131565
MGI:3039582,LMTK3,NO,NO,NO,1140,2065,-0.1611232,-0.07316582,0.4217329,-1.504061,-1.573673,-2.17222,-1.749984666666667,0.06248129333333333,3.512421445133153,+,0.00289914122856588
MGI:104562,NAPB,NO,NO,NO,2261,1384,0.02966855,0.3162712,-1.094188,2.538266,2.867037,2.08719,2.4974976666666664,-0.24941608333333332,0.14896922752354833,+,0.00483315796652484
MGI:99147,YES1,NO,NO,NO,482,76,-0.3348834,0.3187086,0.2483726,-1.949396,-1.840111,-1.279722,-1.689743,0.07739926666666667,3.4037905551824643,+,0.00381607524531813
MGI:106484,RUFY3,NO,NO,NO,1029,1911,-0.1520888,0.4251325,-0.8674369,1.926568,1.430099,2.398113,1.91826,-0.19813106666666666,0.23062310043389697,,0.0105432352749781
