Appr Gene (m),MGI ID,Appr Gene (h),HGNC ID,Ensembl (m),Ensembl (h),human ibaq protein group id,mouse ibaq protein group id,"iBAQ mPSD01 (Log2, normalised)","iBAQ mPSD02 (Log2, normalised)","iBAQ mPSD03 (Log2, normalised)","iBAQ hPSD01 (Log2, normalised)","iBAQ hPSD02 (Log2, normalised)","iBAQ hPSD03 (Log2, normalised)","iBAQ hPSD average (Log2, normalised)","iBAQ mPSD average (Log2, normalised)",Average fold change (mPSD from hDB/hPSD from mDB),t-test Significant (Perm 0.01),t-test p value
Gja1,MGI:95713,GJA1,HGNC:4274,ENSMUSG00000050953,ENSG00000176857,1398,1714,2.544343,2.168908,2.565374,1.79704,-0.2324225,0.4514536,0.6720237,2.4262083333333333,3.3733561289983416,,0.0451861386206555
Glg1,MGI:104967,GLG1,HGNC:4316,ENSMUSG00000003316,ENSG00000090863,1979,445,-2.199993,-2.10231,-2.795079,-2.794527,-2.932972,-2.970017,-2.899172,-2.3657939999999997,1.4473140464204484,,0.0749983995170133
Glipr2,MGI:1917770,GLIPR2,HGNC:18007,ENSMUSG00000028480,ENSG00000122694,245,1853,-0.3044414,-0.9574327,-2.346728,3.452407,3.10061,3.091602,3.2148730000000003,-1.2028673666666667,0.04678726260787955,+,0.00197485183427237
Gls,MGI:95752,GLS,HGNC:4331,ENSMUSG00000026103,ENSG00000115419,1533,1990,-3.271364,-1.790807,-2.263788,-0.626349,-0.8330293,-0.3059819,-0.5884534,-2.4419863333333334,0.27671390877861746,,0.0160542395386083
Glud1,MGI:95753,GLUD1,HGNC:4335,ENSMUSG00000021794,ENSG00000182890,557,178,4.081943,4.338926,4.334506,3.911591,5.258363,5.012761,4.727571666666667,4.251791666666667,0.7190779119652132,,0.323335534753238
Glul,MGI:95739,GLUL,HGNC:4341,ENSMUSG00000026473,ENSG00000135821,354,2150,2.507305,3.041422,2.60705,2.763091,1.864841,1.263825,1.963919,2.7185923333333335,1.687249508339466,,0.180261735507926
Gm88,MGI:2684934,C6orf154,HGNC:21375,ENSMUSG00000071073,ENSG00000204052,1254,1336,3.230584,3.966827,3.171315,0.7513164,1.466089,0.173381,0.7969288,3.4562419999999996,6.31732239562224,+,0.00420665015213704
Gna11,MGI:95766,GNA11,HGNC:4379,ENSMUSG00000034781,ENSG00000088256,1719,417,-3.07093,1.555761,2.270282,2.728574,-2.518844,-4.389923,-1.3933976666666663,0.25170433333333325,3.1276996962325057,,0.576535626964944
Gna13,MGI:95768,GNA13,HGNC:4381,ENSMUSG00000020611,ENSG00000120063,1551,313,-1.065077,-1.820601,-1.423643,-0.3881323,-0.1764503,-0.02631594,-0.19696618000000002,-1.4364403333333333,0.4235269990406854,,0.00688999072735408
Gnai1,MGI:95771,GNAI1,HGNC:4384,ENSMUSG00000057614,ENSG00000127955,1815,2017,3.902682,1.820223,3.232236,3.052126,-2.967746,2.649936,0.9114386666666666,2.985047,4.2093816896241085,,0.36639887491026
Gnai2,MGI:95772,GNAI2,HGNC:4385,ENSMUSG00000032562,ENSG00000114353,2262,2178,3.628803,2.694899,3.212173,4.08954,-1.765607,3.756965,2.0269660000000003,3.1786250000000003,2.2216922689763194,,0.580538694773928
Gnao1,MGI:95775,GNAO1,HGNC:4389,ENSMUSG00000031748,ENSG00000087258,1468,1242,7.907555,7.039685,7.438702,7.401899,5.607585,7.670363,6.893282333333334,7.461980666666666,1.483184768370177,,0.45877402775831
Gnas,MGI:95777,GNAS,HGNC:4392,ENSMUSG00000027523,ENSG00000087460,2119,366,3.04772,2.150676,2.403814,2.56616,2.141823,2.516186,2.408056333333333,2.53407,1.0912742146591206,,0.694812834378248
Gnaz,MGI:95780,GNAZ,HGNC:4395,ENSMUSG00000040009,ENSG00000128266,1742,1243,4.299498,2.752692,3.915101,3.247341,0.5827979,3.13346,2.3211996333333333,3.6557636666666666,2.521992583916014,,0.247443045894373
Gnb1,MGI:95781,GNB1,HGNC:4396,ENSMUSG00000029064,ENSG00000078369,844,394,6.135463,6.803205,7.254198,6.671913,6.624754,6.427226,6.574631,6.730955333333333,1.11444416167124,,0.663657806444615
Gnb2,MGI:95784,GNB2,HGNC:4398,ENSMUSG00000029711,ENSG00000130427,124,962,6.250762,6.612027,6.790447,5.51695,5.293348,5.536857,5.449051666666667,6.551078666666666,2.1465607452392597,+,0.00338188492653062
Gnb4,MGI:104581,GNB4,HGNC:20731,ENSMUSG00000027669,ENSG00000114450,429,1372,-0.9606093,0.9108635,0.5618061,0.8215042,1.179427,0.500389,0.8337734000000001,0.17068676666666668,0.631525706886115,,0.336111437491351
Gng2,MGI:102705,GNG2,HGNC:4404,ENSMUSG00000043004,ENSG00000186469,2086,1244,0.4503036,-1.376141,-1.075171,-1.196016,-0.3775098,0.1507916,-0.47424473333333333,-0.6670028,0.8749314745947098,,0.793195016545554
Gng3,MGI:102704,GNG3,HGNC:4405,ENSMUSG00000071658,ENSG00000162188,757,655,3.392354,2.693049,2.798157,2.458449,1.933758,3.117115,2.5031073333333334,2.9611866666666664,1.3737117713183693,,0.321977287600568
Golga7b,MGI:1918396,GOLGA7B,HGNC:31668,ENSMUSG00000042532,ENSG00000155265,1927,1652,1.78569,1.37731,0.6326284,0.7777215,0.3119439,-0.1681275,0.3071793,1.2652094666666667,1.9426556114707538,,0.0919712286033412
Gpd2,MGI:99778,GPD2,HGNC:4456,ENSMUSG00000026827,ENSG00000115159,583,1589,-0.7096305,-0.8891645,-1.254609,-1.091787,-1.809664,-2.299237,-1.7335626666666666,-0.9511346666666668,1.720023170905239,,0.112294975870883
Gphn,MGI:109602,GPHN,HGNC:15465,ENSMUSG00000047454,ENSG00000171723,532,2310,2.540854,2.394878,2.510275,0.05442166,0.9187334,0.5319292,0.5016947533333334,2.4820023333333334,3.9457719598233822,+,0.00145750741024218
Gpr158,MGI:2441697,GPR158,HGNC:23689,ENSMUSG00000045967,ENSG00000151025,1960,2001,0.4402881,0.1800614,0.4543677,-1.680684,-3.003957,-1.229782,-1.9714743333333333,0.35823906666666666,5.027054744389844,,0.0124891606370696
Gprc5b,MGI:1927596,GPRC5B,HGNC:13308,ENSMUSG00000008734,ENSG00000167191,292,538,0.9165159,0,0.1933076,3.411925,1.424846,2.558847,2.4652060000000002,0.3699411666666667,0.23402509828418439,,0.0306122316958342
Gprin1,MGI:1349455,GPRIN1,HGNC:24835,ENSMUSG00000069227,ENSG00000169258,1788,921,0.7310871,-0.04769767,0.1614913,-0.70492,-1.258594,-0.6793384,-0.8809507999999999,0.28162691,2.238570431412816,,0.0178668876251462
Gria1,MGI:95808,GRIA1,HGNC:4571,ENSMUSG00000020524,ENSG00000155511,1414,1823,1.779707,1.69338,2.761402,-1.177067,0.3150769,-1.153176,-0.6717220333333334,2.078163,6.726635263038587,,0.0101991713664009
Gria2,MGI:95809,GRIA2,HGNC:4572,ENSMUSG00000033981,ENSG00000120251,1419,2113,4.733923,4.93348,5.390646,2.234548,3.300808,2.734664,2.7566733333333335,5.019349666666667,4.798808802500079,+,0.00341613582026177
Gria3,MGI:95810,GRIA3,HGNC:4573,ENSMUSG00000001986,ENSG00000125675,1424,741,3.702497,3.939373,4.333946,1.354179,2.393162,1.923866,1.8904023333333333,3.9919386666666665,4.291661630023676,+,0.00396852317874572
Gria4,MGI:95811,GRIA4,HGNC:4574,ENSMUSG00000025892,ENSG00000152578,2229,740,0.3719454,0.537351,1.152285,-4.956484,-3.319623,-3.386256,-3.887454333333333,0.6871938000000001,23.829026911408622,+,0.00144518313810632
Grin1,MGI:95819,GRIN1,HGNC:4584,ENSMUSG00000026959,ENSG00000176884,2090,2247,3.41243,3.695313,3.017684,-0.08496168,0.5034416,0.8914999,0.43665994,3.3751423333333332,7.666044609393911,+,0.00104508647240603
Grin2a,MGI:95820,GRIN2A,HGNC:4585,ENSMUSG00000059003,ENSG00000183454,951,309,1.027461,0.9530963,1.121045,-1.309802,-1.008765,-1.562811,-1.2937926666666666,1.0338674333333333,5.019905132500887,+,0.000154931968137497
Grin2b,MGI:95821,GRIN2B,HGNC:4586,ENSMUSG00000030209,ENSG00000150086,1639,1491,2.990643,2.992131,3.006639,-1.201054,0.7074219,0.758069,0.08814563333333332,2.9964709999999997,7.507462516502083,,0.0107357136973146
Gsk3b,MGI:1861437,GSK3B,HGNC:4617,ENSMUSG00000079585,ENSG00000082701,919,549,-1.171344,0.1615231,0.1506602,0.7503072,-0.1343117,-1.191018,-0.19167416666666667,-0.2863869,0.9364586947287209,,0.900960408681397
Hadha,MGI:2135593,HADHA,HGNC:4801,ENSMUSG00000025745,ENSG00000084754,985,1070,-1.317945,-0.407008,-0.503418,1.266251,0.9311887,0.6308382,0.9427593,-0.7427903333333333,0.3108844509984884,,0.00790390518037087
Hadhb,MGI:2136381,HADHB,HGNC:4803,ENSMUSG00000059447,ENSG00000138029,725,221,-0.9063118,-1.482557,-0.5818248,2.487617,1.004679,1.144564,1.5456200000000002,-0.9902312000000001,0.17243789960800118,,0.00940523653633596
Hapln1,MGI:1337006,HAPLN1,HGNC:2380,ENSMUSG00000021613,ENSG00000145681,756,754,0.8554679,1.247803,1.119229,0.4232669,-2.361693,0.4361909,-0.5007450666666666,1.0741666333333333,2.9791725807171434,,0.168315763740032
Hdlbp,MGI:99256,HDLBP,HGNC:4857,ENSMUSG00000034088,ENSG00000115677,702,486,-2.500782,-2.566218,-5.177561,-1.726003,-0.8481872,-0.6080804,-1.0607568666666667,-3.414853666666667,0.19558982157261903,,0.0673601002642192
Hecw2,MGI:2685817,HECW2,HGNC:29853,ENSMUSG00000042807,ENSG00000138411,563,1899,-5.349516,-4.878916,-4.80112,-5.017426,-5.431634,-4.495709,-4.981589666666666,-5.009850666666668,0.9806015859209546,,0.933956471352622
Hk1,MGI:96103,HK1,HGNC:4922,ENSMUSG00000037012,ENSG00000156515,589,2294,5.901994,5.271698,5.475532,4.822368,5.432271,4.307786,4.854141666666667,5.549741333333333,1.6195574740288459,,0.136660472401319
Hnrnpk,MGI:99894,HNRNPK,HGNC:5044,ENSMUSG00000021546,ENSG00000165119,1333,1072,-0.9178838,-1.096797,-0.7829961,-1.026544,-1.408314,-1.308488,-1.2477820000000002,-0.9325589666666666,1.2442039860546175,,0.0970499850378493
Hnrnpm,MGI:1926465,HNRNPM,HGNC:5046,ENSMUSG00000059208,ENSG00000099783,1241,769,0.08735681,-0.07508422,-0.5145248,-1.03696,-0.3141444,-1.5483,-0.9664681333333333,-0.16741740333333333,1.739955887030717,,0.116838520549758
Homer1,MGI:1347345,HOMER1,HGNC:17512,ENSMUSG00000007617,ENSG00000152413,131,1759,5.502222,5.350489,5.964272,3.309615,3.604062,4.25568,3.723119,5.6056610000000004,3.687241728874079,+,0.00492753114147912
Homer2,MGI:1347354,HOMER2,HGNC:17513,ENSMUSG00000025813,ENSG00000103942,1890,836,1.375123,1.613129,1.625042,1.415524,0.1014666,0.892364,0.8031182,1.5377646666666667,1.6639896577385105,,0.133101865955156
Hsd17b4,MGI:105089,HSD17B4,HGNC:5213,ENSMUSG00000024507,ENSG00000133835,633,1615,-3.157359,-2.5981,-2.951447,-0.4039384,-0.1852605,-2.149782,-0.9129936333333334,-2.902302,0.2518596009999581,,0.0363890338253496
Hsp90aa1,MGI:96250,HSP90AA1,HGNC:5253,ENSMUSG00000021270,ENSG00000080824,1847,1575,-0.5732961,-0.6260089,-0.4715238,1.748435,2.620334,1.407671,1.92548,-0.5569429333333332,0.17894362673278816,+,0.00241477632706788
Hsp90ab1,MGI:96247,HSP90AB1,HGNC:5258,ENSMUSG00000023944,ENSG00000205527,1978,1194,1.650151,1.353385,1.810236,-1.183732,-0.1021026,-1.290623,-0.8588192000000001,1.6045906666666667,5.515187242602053,+,0.00361022124017718
Hsp90b1,MGI:98817,HSP90B1,HGNC:12028,ENSMUSG00000020048,ENSG00000203914,866,669,-1.828812,-3.811818,-2.479506,-0.9136266,-2.157541,-1.824286,-1.6318178666666665,-2.706712,0.4747058936765434,,0.195286099416395
Hspa12a,MGI:1920692,HSPA12A,HGNC:19022,ENSMUSG00000025092,ENSG00000165868,417,1327,0.4097208,0.6737462,0.804048,1.04134,1.988127,1.843959,1.6244753333333335,0.6291716666666667,0.5016302771448697,,0.0347034741663832
Hspa1a,MGI:96244,HSPA1A,HGNC:5232,ENSMUSG00000067283,ENSG00000204389,1712,1666,-1.911336,-2.75847,-1.296688,2.447176,2.933663,2.2091,2.5299796666666663,-1.988831333333333,0.04362167565415256,+,0.000678095897724385
Hspa1b,MGI:99517,HSPA1B,HGNC:5233,ENSMUSG00000067284,ENSG00000204388,1712,1666,-1.911336,-2.75847,-1.296688,2.447176,2.933663,2.2091,2.5299796666666663,-1.988831333333333,0.04362167565415256,+,0.000678095897724385
Hspa2,MGI:96243,HSPA2,HGNC:5235,ENSMUSG00000059970,ENSG00000126803,274,1753,-1.779969,-1.162187,-0.719514,1.92275,0.9002326,1.128499,1.3171605333333334,-1.2205566666666667,0.17221501042413523,+,0.00435930020073227
Hspa4,MGI:1342292,HSPA4,HGNC:5237,ENSMUSG00000020361,ENSG00000170606,113,1609,-2.165243,-2.592917,-1.407246,-0.7186913,0.317856,0.2784241,-0.040803733333333335,-2.0551353333333333,0.24752881753839326,,0.0142195412354913
Hspa4l,MGI:107422,HSPA4L,HGNC:17041,ENSMUSG00000025757,ENSG00000164070,1610,1448,-3.825571,-4.00385,-3.2843,-2.32371,-2.213623,-1.482678,-2.0066703333333336,-3.7045736666666667,0.30823373363724704,,0.00762217409285171
Hspa5,MGI:95835,HSPA5,HGNC:5238,ENSMUSG00000026864,ENSG00000044574,125,1476,2.588368,2.550311,2.37083,1.864452,2.048526,0.9667919,1.6265899666666666,2.5031696666666665,1.8360173601832246,,0.0618481756332805
Hspa8,MGI:105384,HSPA8,HGNC:5241,ENSMUSG00000015656,ENSG00000109971,140,1521,5.87535,5.928648,6.061694,5.517041,6.228213,6.013479,5.919577666666666,5.955230666666666,1.0250206681424594,,0.877889072254658
Hspa9,MGI:96245,HSPA9,HGNC:5244,ENSMUSG00000024359,ENSG00000113013,280,822,0.8539028,1.000036,0.4851528,1.946908,2.226804,1.616543,1.930085,0.7796971999999999,0.4505041184056651,,0.00790465314133981
Hspd1,MGI:96242,HSPD1,HGNC:5261,ENSMUSG00000025980,ENSG00000144381,,,0.1265383,0.5956192,0.6775361,1.822793,1.51721,2.339376,1.8931263333333337,0.4665645333333333,0.3720164186360595,,
Hsph1,MGI:105053,HSPH1,HGNC:16969,ENSMUSG00000029657,ENSG00000120694,2288,1357,0.1265383,0.5956192,0.6775361,1.822793,1.51721,2.339376,1.8931263333333337,0.4665645333333333,0.3720164186360595,,0.00842658163372767
Icam5,MGI:109430,ICAM5,HGNC:5348,ENSMUSG00000032174,ENSG00000105376,1543,336,-2.141606,-3.065962,-1.214246,-4.263046,-5.029161,-4.652638,-4.648281666666667,-2.140604666666667,5.687036248941826,,0.0123027010463884
Idh3a,MGI:1915084,IDH3A,HGNC:5384,ENSMUSG00000032279,ENSG00000166411,965,1948,-1.333618,-0.04568608,0.07322779,1.279706,0.5350333,-0.58587,0.40962309999999996,-0.43535876333333334,0.5567178077811124,,0.296784179603438
Igsf21,MGI:2681842,IGSF21,HGNC:28246,ENSMUSG00000040972,ENSG00000117154,1681,1717,1.675827,1.452156,1.378182,1.33764,0.9981242,1.088778,1.1415140666666665,1.5020550000000001,1.2839072037283203,,0.0561128437099225
Igsf8,MGI:2154090,IGSF8,HGNC:17813,ENSMUSG00000038034,ENSG00000162729,1057,1492,-0.0801483,-0.6684845,0.3004975,-0.4036096,1.533789,-0.5129465,0.20574430000000002,-0.14937843333333334,0.7818031305371589,,0.64861356297133
Immt,MGI:1923864,IMMT,HGNC:6047,ENSMUSG00000052337,ENSG00000132305,350,1737,3.068679,2.055029,2.103279,2.118873,2.851038,1.087488,2.019133,2.408995666666667,1.3102686705475302,,0.556775862935706
Ina,MGI:96568,INA,HGNC:6057,ENSMUSG00000034336,ENSG00000148798,66,873,4.934793,5.20729,5.085657,4.769848,6.072435,6.816489,5.886257333333333,5.075913333333333,0.5702458707970474,,0.250340545272794
Inpp5a,MGI:2686961,INPP5A,HGNC:6076,ENSMUSG00000025477,ENSG00000068383,1006,1073,-2.176307,-2.525837,-2.248325,-2.475124,-1.809361,-2.550449,-2.2783113333333334,-2.316823,0.9736588891397667,,0.888762159182638
Iqsec1,MGI:1196356,IQSEC1,HGNC:29112,ENSMUSG00000034312,ENSG00000144711,2324,2279,2.107021,2.275449,2.202918,0.7815818,0.4881023,1.514193,0.9279590333333333,2.1951293333333335,2.406890151680262,,0.0148406787115271
Iqsec2,MGI:3528396,IQSEC2,HGNC:29059,ENSMUSG00000041115,ENSG00000124313,2370,2273,3.170411,3.405101,3.468722,1.587955,2.078298,2.110437,1.9255633333333335,3.3480779999999997,2.6805232835130672,+,0.00176576501399505
Itsn1,MGI:1338069,ITSN1,HGNC:6183,ENSMUSG00000022957,ENSG00000205726,1710,660,-0.6575622,-0.8133616,-0.7022893,-1.16114,-1.162148,-0.9916692,-1.1049857333333333,-0.7244043666666666,1.3018663663133052,,0.00651335493005453
Itsn2,MGI:1338049,ITSN2,HGNC:6184,ENSMUSG00000020640,ENSG00000198399,1910,661,-1.815619,-2.419165,-2.629379,-3.939735,-4.003286,-3.924296,-3.9557723333333334,-2.2880543333333336,3.1771165166472093,+,0.00243688588893439
Kalrn,MGI:2685385,KALRN,HGNC:4814,ENSMUSG00000061751,ENSG00000160145,909,2119,1.126597,0.8649065,1.452926,-2.497287,-0.9517039,-2.262329,-1.9037733,1.1481431666666666,8.293128614691232,+,0.00392144193258176
Kcnab2,MGI:109239,KCNAB2,HGNC:6229,ENSMUSG00000028931,ENSG00000069424,660,1427,2.508346,2.155937,2.428977,1.070979,-0.8278496,0.4206702,0.22126653333333332,2.3644200000000004,4.417265250196105,,0.0194690708300662
Kcnq2,MGI:1309503,KCNQ2,HGNC:6296,ENSMUSG00000016346,ENSG00000075043,444,2076,-1.369268,-1.605258,-0.5348725,-1.838438,-0.1421672,-1.280235,-1.0869467333333334,-1.1697995,0.944188772823772,,0.896058316657915
Kctd12,MGI:2145823,KCTD12,HGNC:14678,ENSMUSG00000048107,ENSG00000178695,1069,1892,2.463146,2.242829,2.556716,1.491703,0.6526141,1.652825,1.2657140333333332,2.420897,2.2271256689257277,,0.0234072520678523
Kctd16,MGI:1914659,KCTD16,HGNC:29244,ENSMUSG00000051401,ENSG00000183775,93,2224,3.770913,4.008053,4.434183,2.480881,3.432906,3.527904,3.1472303333333334,4.071049666666667,1.8971310403582857,,0.0751681049699014
Kif17,MGI:1098229,KIF17,HGNC:19167,ENSMUSG00000028758,ENSG00000117245,42,1390,-3.162534,-2.514563,-3.510984,-2.971611,-1.881697,-3.439739,-2.7643489999999997,-3.0626936666666666,0.813184901205997,,0.613909967586133
Kif1a,MGI:108391,KIF1A,HGNC:888,ENSMUSG00000014602,ENSG00000130294,2167,2147,-4.857681,-4.611534,-5.379619,-2.364701,-2.009229,-1.68883,-2.02092,-4.949611333333333,0.13133366402083452,+,0.000608585313703225
Kif2a,MGI:108390,KIF2A,HGNC:6318,ENSMUSG00000021693,ENSG00000068796,367,2362,0.7107149,0.9162698,1.827277,0.9753529,0.6347082,-0.3656235,0.4148125333333333,1.1514205666666666,1.6662536473786282,,0.236070188350879
Kif3a,MGI:107689,KIF3A,HGNC:6319,ENSMUSG00000018395,ENSG00000131437,42,1390,-3.162534,-2.514563,-3.510984,-2.971611,-1.881697,-3.439739,-2.7643489999999997,-3.0626936666666666,0.813184901205997,,0.613909967586133
Kif5b,MGI:1098268,KIF5B,HGNC:6324,ENSMUSG00000006740,ENSG00000170759,443,2101,-4.152569,-3.544207,-4.558432,-2.334011,-2.721809,-2.713084,-2.5896346666666665,-4.085069333333333,0.3546739639506123,,0.00962516631103139
Kif5c,MGI:1098269,KIF5C,HGNC:6325,ENSMUSG00000026764,ENSG00000168280,918,2252,-0.2449162,-0.114483,-0.9230034,-0.06680066,0.08020939,0.7852565,0.2662217433333333,-0.42746753333333337,0.6182707774282988,,0.128801066773971
Klc1,MGI:107978,KLC1,HGNC:6387,ENSMUSG00000021288,ENSG00000126214,638,1792,-4.698226,-4.780078,-5.596972,-3.669388,-4.326087,-2.697152,-3.5642090000000004,-5.025092,0.3632707218072357,,0.0575783363129809
Klc2,MGI:107953,KLC2,HGNC:20716,ENSMUSG00000024862,ENSG00000174996,677,2256,-1.861024,-2.927866,-2.937468,-1.679091,-0.8792548,-0.8901882,-1.149511333333333,-2.5754526666666666,0.3721764479031792,,0.0326907371663898
Klraq1,MGI:1921075,KLRAQ1,HGNC:30595,ENSMUSG00000034709,ENSG00000162869,1909,1351,-3.499937,-5.600006,-4.156731,-3.193342,-2.748112,-5.278125,-3.7398596666666664,-4.418891333333334,0.6245843532615849,,0.532972677253401
Kpnb1,MGI:107532,KPNB1,HGNC:6400,ENSMUSG00000001440,ENSG00000108424,73,1535,-0.51393,-0.4324128,-0.3306676,1.041782,1.931113,0.3655675,1.1128208333333334,-0.4256701333333333,0.34424534078383917,,0.0280228562894362
Kras,MGI:96680,KRAS,HGNC:6407,ENSMUSG00000030265,ENSG00000133703,2004,846,3.604788,4.024175,4.222179,2.510186,3.714733,2.619979,2.9482993333333334,3.9503806666666663,2.0028874229625333,,0.0780460387696483
Ktn1,MGI:109153,KTN1,HGNC:6467,ENSMUSG00000021843,ENSG00000126777,1762,455,-1.555773,-1.92807,-0.9199912,-1.707623,-3.19185,-2.037411,-2.312294666666667,-1.4679447333333335,1.7954555457873282,,0.191410220882913
L1cam,MGI:96721,L1CAM,HGNC:6470,ENSMUSG00000031391,ENSG00000198910,1807,1818,1.08214,0.7180825,0.9123468,-0.1074091,-0.6055048,0.1998532,-0.17102023333333335,0.9041897666666667,2.107028750606862,,0.0139031615689505
Lancl1,MGI:1336997,LANCL1,HGNC:6508,ENSMUSG00000026000,ENSG00000115365,201,742,-3.142401,-3.02484,-2.360564,0.4241932,-1.61067,0.2087895,-0.3258957666666667,-2.842601666666667,0.1747414897047971,,0.0217971181943828
Lancl2,MGI:1919085,LANCL2,HGNC:6509,ENSMUSG00000062190,ENSG00000132434,1021,430,-1.562597,-1.745292,-1.166677,-0.6153934,-1.149842,0.2756032,-0.4965440666666667,-1.491522,0.5017435485883087,,0.0912497780702455
Lasp1,MGI:109656,LASP1,HGNC:6513,ENSMUSG00000038366,ENSG00000002834,58,544,-0.7527905,-0.4477318,-1.01492,-0.570538,-0.6756572,-0.2916555,-0.5126168999999999,-0.7384807666666667,0.8550828600769569,,0.321829948648385
Ldhb,MGI:96763,LDHB,HGNC:6541,ENSMUSG00000030246,ENSG00000111716,1420,1203,-2.647834,-2.2985,-3.635954,2.521628,1.675591,1.183913,1.793710666666667,-2.8607626666666666,0.03970671079203653,+,0.00114044444951245
Letm1,MGI:1932557,LETM1,HGNC:6556,ENSMUSG00000005299,ENSG00000168924,573,724,0.1026543,0.09605109,0.1146528,-0.3949241,0.4989589,-0.5146335,-0.13686623333333334,0.10445273,1.1820728608038475,,0.492524789670379
Lgi1,MGI:1861691,LGI1,HGNC:6572,ENSMUSG00000067242,ENSG00000108231,661,384,1.606585,2.343879,2.308125,-1.292248,-2.008301,-0.7966244,-1.3657244666666666,2.086196333333333,10.942881680545632,+,0.00125872652660362
Lgi3,MGI:2182619,LGI3,HGNC:18711,ENSMUSG00000033595,ENSG00000168481,1194,989,-2.39997,-1.250057,-2.15194,-1.656717,-4.586469,-2.065414,-2.7695333333333334,-1.9339890000000002,1.7845302206469724,,0.442122912345245
Lima1,MGI:1920992,LIMA1,HGNC:24636,ENSMUSG00000023022,ENSG00000050405,312,134,-4.233893,-4.539837,-4.02068,-2.781225,-0.6465624,-2.255382,-1.8943898000000001,-4.264803333333333,0.19339018298895205,,0.0228806990712516
Lin7a,MGI:2135609,LIN7A,HGNC:17787,ENSMUSG00000019906,ENSG00000111052,205,1661,-0.4415241,0.03538509,-0.806436,-0.06740811,-1.221369,-0.6891699,-0.6593156699999999,-0.40419167000000006,1.1934383149456116,,0.570212781802367
Lin7c,MGI:1330839,LIN7C,HGNC:17789,ENSMUSG00000027162,ENSG00000148943,636,886,2.476938,2.40591,2.095673,0.483135,0.9955953,-1.0258,0.15097676666666668,2.326173666666667,4.516473988602813,,0.0244421076764785
Lingo1,MGI:1915522,LINGO1,HGNC:21205,ENSMUSG00000049556,ENSG00000169783,2074,831,-0.9092807,-0.8276235,-0.8566943,-2.085058,-1.116694,-1.704835,-1.635529,-0.8645328333333334,1.7064476620771325,,0.0525883495611221
Lmo7,MGI:1353586,LMO7,HGNC:6646,ENSMUSG00000033060,ENSG00000136153,1931,2194,-1.627856,-0.9354315,-1.591123,-0.5843828,-0.7853035,-1.125293,-0.8316597666666667,-1.3848035,0.6815334002073847,,0.114421213167891
Lmtk2,MGI:3036247,LMTK2,HGNC:17880,ENSMUSG00000038970,ENSG00000164715,1374,871,-1.741002,-2.381624,-2.994304,-3.808474,-4.486466,-5.378117,-4.557685666666667,-2.37231,4.548452120622907,,0.0197452113484134
Lmtk3,MGI:3039582,LMTK3,HGNC:19295,ENSMUSG00000062044,ENSG00000142235,1140,2065,-0.1611232,-0.07316582,0.4217329,-1.504061,-1.573673,-2.17222,-1.749984666666667,0.06248129333333333,3.512421445133153,+,0.00289914122856588
Lpcat4,MGI:2138993,LPCAT4,HGNC:30059,ENSMUSG00000027134,ENSG00000176454,1870,1663,-0.6958733,-0.5213683,-0.9056153,-1.033904,-1.584357,-1.973791,-1.530684,-0.7076189666666667,1.7691606185070878,,0.0490264046431719
Lphn1,MGI:1929461,LPHN1,HGNC:20973,ENSMUSG00000013033,ENSG00000072071,1293,2370,-0.3935506,-0.1647686,-0.4794119,-1.860829,-2.20675,-1.326154,-1.797911,-0.3459103666666666,2.7358718088338776,,0.0059962885810724
Lphn3,MGI:2441950,LPHN3,HGNC:20974,ENSMUSG00000037605,ENSG00000150471,1177,1846,-0.5840172,-1.252865,-0.9263863,-3.418801,-2.649998,-2.440677,-2.836492,-0.9210894999999999,3.772190406845644,+,0.00568357577528824
Lrp1,MGI:96828,LRP1,HGNC:6692,ENSMUSG00000040249,ENSG00000123384,652,339,-5.213892,-4.390759,-3.522085,-1.084918,-3.628045,-3.288477,-2.667146666666667,-4.375578666666667,0.30599245812666104,,0.141656660462561
Lrrc47,MGI:1920196,LRRC47,HGNC:29207,ENSMUSG00000029028,ENSG00000130764,1224,917,-5.811467,-4.685831,-4.074277,-2.047435,-1.352421,-1.624966,-1.6749406666666669,-4.857191666666667,0.11016585142251718,+,0.00435941133667828
Lrrc59,MGI:2138133,LRRC59,HGNC:28817,ENSMUSG00000020869,ENSG00000108829,1906,479,1.108454,0.612779,0.8090779,0.1952573,-0.7484992,-2.702059,-1.0851003000000001,0.8434369666666667,3.8066904714837744,,0.0897187135896027
Lrrc7,MGI:2676665,LRRC7,HGNC:18531,ENSMUSG00000028176,ENSG00000033122,2007,2326,3.418579,3.266954,3.646403,-0.6345565,1.263635,1.076305,0.5684611666666667,3.4439786666666663,7.338664279347116,,0.00942056905452758
Lrrc8a,MGI:2652847,LRRC8A,HGNC:19027,ENSMUSG00000007476,ENSG00000136802,84,586,-0.3731453,-0.5646577,0.3271746,-0.4831257,-0.7133671,-2.03012,-1.0755376,-0.20354280000000002,1.8301917395642986,,0.18989785205384
Lrrtm4,MGI:2389180,LRRTM4,HGNC:19411,ENSMUSG00000052581,ENSG00000176204,2073,994,-2.74393,-1.115218,-1.360998,-4.649189,-2.795679,0.0971257,-2.449247433333333,-1.7400486666666666,1.6348958885134617,,0.654945551739954
